_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment,
407,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,International Technical and Vocational Education and Training (ITVET),,English,,,,,"2.000,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4488/,,,,,
820,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,MSc Integrative Neuroscience,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3988/,,,,,
859,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Peace and Conflict Studies,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3992/,,,,,
1070,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Bachelor's degree,International Business and Economics (IBE),,English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3811/,,,,,
1182,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,International Vocational Education,,German&English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4437/,,,,,
1356,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Bachelor's degree,European Studies (BA),,German&English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4188/,,,,,
358,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,International Management& Marketing& Entrepreneurship (IMME),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3995/,,,Phase 6,,
856,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Operations Research and Business Analytics (ORBA),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4777/,,,Phase 6,,
594,777,55,Paderborn University,Paderborn University,Master's degree,Master of Science in Computer Science,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5616/,Amar,,Phase 1,,
630,777,55,Paderborn University,Paderborn University,Master's degree,Master of Science in International Economics and Management,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4389/,,,Phase 3,,
642,777,55,Paderborn University,Paderborn University,Master's degree,Master of Science in Materials Science,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4526/,,,Phase 4,,
1420,777,55,Paderborn University,Paderborn University,Master's degree,,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4779/,,,,,
167,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,Economics and Institutions (MSc),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4055/,,,Phase 6,,
168,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,Economics of the Middle East (EMEA),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4024/,,,,,
250,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,Functional Materials MSc,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4650/,,,Phase 6,,
261,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,German as a Foreign Language (MA),,German,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4002/,,,,,
263,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,German as a Foreign Language – online (MA),,German,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4370/,,,,,
401,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,International Political Economy (MSc Double Degree),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4674/,,,,,
554,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,Master of Peace and Conflict Studies (MA) (International Joint Degree),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3884/,,,,,
849,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,North American Studies (MA),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4190/,,,,,
1176,300,26,Philipps-University Marburg,Philipps-University Marburg,Master's degree,International Business Management (MSc),,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5255/,,,,,
113,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Computer Science – Focus on Cyber Security (MSc),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5436/,,,,,
116,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Computing and the Arts (MA),,English,,,,,"4.080,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6221/,,,,,
191,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Engineering and International Business – Focus on Renewable Energy& Water and Waste Management (MEng),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4832/,,,,,
192,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Engineering and Sustainable Technology Management - Focus on Industry 4.0: Automation& Robotics & 3D Manufacturing (MEng),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6362/,,,,,
193,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Engineering and Sustainable Technology Management - Focus on Mobility and Automotive Industry (MEng),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6361/,,,,,
194,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Engineering and Sustainable Technology Management — Focus on Civil Engineering: Smart Building Infrastructure (MEng),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6364/,,,,,
201,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Entrepreneurship (MA),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4357/,,,,,
231,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Executive MBA General Management,,English,,,,,"7.500,00",Winter& Summer,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7074/,,,,,
236,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Film& Television and Digital Narratives (MA),,English,,,,,"4.800,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7011/,,,,,
292,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Hospitality Management and Leadership (MA),,English,,,,,"4.080,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5563/,,,,,
332,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,International Business and Leadership (MA),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7087/,,,,,
350,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,International Management (MA),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4037/,,,,,
357,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,International Management – Focus on Creative Leadership (MA),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6365/,,,,,
764,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,MBA General Management,,English,,,,,"7.200,00",Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4648/,,,,,
768,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,MBA International Healthcare Management,,English,,,,,"7.200,00",Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4638/,,,,,
769,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,MBA International Human Resource Management,,English,,,,,"7.200,00",Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7072/,,,,,
772,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,MBA Marketing Intelligence,,English,,,,,"7.200,00",Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7071/,,,,,
774,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,MBA Sustainable Innovation and Entrepreneurship,,English,,,,,"7.200,00",Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7073/,,,,,
863,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Photography (MA),,English,,,,,"4.800,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7010/,,,,,
905,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Social Design and Sustainable Innovation (MA),,English,,,,,"4.800,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7009/,,,,,
908,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Software Engineering (MSc),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7062/,,,,,
909,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Software Engineering (MSc),,English,,,,,"6.450,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7088/,,,,,
920,6796,264,SRH Berlin University of Applied Sciences,SRH Berlin University of Applied Sciences,Master's degree,Strategic Design (MA),,English,,,,,"4.800,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6215/,,,,,
